id,x,y,z,yaw,pitch,roll
1,1776.64,866.312,0,0.0334294,-0.0344903,-0.0296739
2,1776.86,866.383,0,0.025212,-0.0320044,-0.033609
3,1776.8,866.37,0,0.026516,-0.0275611,-0.0338373
4,1776.42,866.361,0,0.0256368,-0.01442,-0.0340958
5,1776.09,866.347,0,0.0251649,-0.00794863,-0.0343257
6,1775.52,866.352,0,0.0252635,-0.00806935,-0.0284551
7,1775.21,866.33,0,0.0261814,-0.00579196,-0.0295368
8,1774.62,866.332,0,0.0266061,0.00198731,-0.0299803
9,1774.24,866.328,0,0.028457,0.00735878,-0.0286528
10,1773.97,866.312,0,0.0285693,0.00853097,-0.0282752
11,1773.66,866.347,0,0.0243855,0.00723197,-0.0267523
12,1773.08,866.335,0,0.0255366,0.00739254,-0.0289789
13,1772.79,866.333,0,0.0242221,5.00791E-05,-0.0278595
14,1777.32,866.308,0,0.0346119,-0.0452552,-0.0377828
15,1777.37,866.297,0,0.0356692,-0.0460105,-0.0371015
16,1778.22,866.353,0,0.0346395,-0.048554,-0.0337581
17,1778.76,866.381,0,0.0338099,-0.0324171,-0.0260958
18,1779.09,866.421,0,0.0336434,-0.0340644,-0.0256929
19,1779.41,866.448,0,0.033104,-0.0386152,-0.0259925
20,1779.95,866.463,0,0.0332334,-0.0239784,-0.0278666
21,1780.42,866.493,0,0.0285898,-0.0222715,-0.0285026
22,1780.86,866.473,0,0.0324995,-0.0239973,-0.0285733
23,1781.32,866.516,0,0.0268855,-0.0239448,-0.0268322
24,1781.62,866.521,0,0.0268172,-0.0244016,-0.0308745
25,1781.94,866.523,0,0.0250601,-0.030063,-0.0314363
26,1782.27,866.522,0,0.0246957,-0.0297277,-0.0345027
27,1782.33,866.511,0,0.027788,-0.0306037,-0.0349087
28,1783.15,866.527,0,0.0239493,-0.0249491,-0.0339369
29,1783.67,866.55,0,0.0252013,-0.00937724,-0.0318048
30,1784.05,866.562,0,0.026931,-0.0134046,-0.031838
31,1784.58,866.552,0,0.0229538,-0.0184318,-0.0326006
32,1784.98,866.566,0,0.0287993,-0.0207994,-0.0317387
33,1785.26,866.569,0,0.0258705,-0.0223903,-0.0318933
34,1785.57,866.58,0,0.0245723,-0.0229269,-0.0304185
35,1785.84,866.573,0,0.0230153,-0.0244905,-0.0315343
36,1786.47,866.596,0,0.0249243,-0.0275425,-0.0331388
37,1787.11,866.582,0,0.0305388,-0.0238061,-0.0410762
38,1787.64,866.617,0,0.0308798,-0.00274645,-0.0392439
39,1787.9,866.612,0,0.027263,-0.00351185,-0.040371
40,1788.25,866.601,0,0.0292537,-0.00332306,-0.0405118
41,1788.8,866.606,0,0.0284383,-0.00485037,-0.040017
42,1788.89,866.607,0,0.0296995,-0.00457996,-0.0405074
43,1789.5,866.61,0,0.0302134,-0.00667043,-0.0415737
44,1790.04,866.641,0,0.0280744,-0.00520331,-0.0411931
45,1790.38,866.653,0,0.0301669,-0.00575265,-0.0411858
46,1790.9,866.66,0,0.0291434,0.00261069,-0.0431527
47,1791.25,866.66,0,0.0333029,0.00355971,-0.0397215
48,1791.91,866.693,0,0.0327878,-0.0019783,-0.038173
